,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육기관명,과정명,교육시작일자,교육종료일자,교육일수,교육시간,교육장소,온라인/오프라인,강사명,내일배움카드 필요 유뮤,수강료 지원금,자비부담금,수강료 합계,지원혜택,,훈련목표,커리큘럼,,,,,,,,,,지원자격,,선발절차,,,,훈련시설 및 장비,,,프로젝트,,,,,취업지원서비스,,,
넥스트러너스평생교육시설,AI를 활용한 차세대 스마트 게임 개발자 양성과정,20251127,20260610,130,1040,서울 서초구,온라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Game Engine: Unity(유니티) 또는 Unreal 엔진을 활용하여 2D/3D 게임 클라이언트 개발 능력 완비
2.AI Integration: ChatGPT로 퀘스트나 대사를 생성하고, Midjourney/Stable Diffusion으로 게임 원화 및 아이템 이미지를 생성하여 리소스 제작 시간을 단축 ",기본,기본,기본,기본,기본,심화,기본,기본,기본,심화," 국민내일배움카드 발급 가능자, 게임 개발에 몰입할 수 있는 미취업자. "," 게임 기획이나 개발 경험이 있는 자, 자신만의 게임을 만들어보고 싶은 강한 열정을 가진 비전공자 ", O , O , O , X , 개인장비 , O , 없음 , 2 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
더조은컴퓨터아카데미,"프론트엔드(React, React Native) 웹개발&앱개발자 취업캠프",20251127,20260611,133,1057,서울 강남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Modern Web: HTML/CSS/JS 기초를 넘어, React.js를 활용한 동적인 SPA(Single Page Application) 웹사이트 구현
2.Cross-Platform App: React Native를 학습하여, 하나의 코드로 Android와 iOS 앱을 동시에 개발하는 기술 습득 ",심화,기본,없음,심화,기본,기본,심화,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 풀타임 학습이 가능한 미취업자 "," 디자인 감각이 있거나 UI/UX에 관심이 많은 자, HTML/CSS 기초 코딩 경험자, 내 손으로 앱을 만들어보고 싶은 열정이 있는 비전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
글로벌아이티(IT)인재개발학원,"풀스택 프레임워크(자바,스프링)기반 데이터 융합SW개발자 과정",20251127,20260521,120,960,서울 관악구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Full-Stack: Java 언어와 Spring Framework를 활용하여 백엔드 서버를 구축하고, HTML/CSS/JavaScript로 프론트엔드를 구현하는 웹 개발 능력 함양
2.Data Integration: Oracle 또는 MySQL 데이터베이스를 설계하고, 대용량 데이터를 효율적으로 처리하기 위한 SQL 튜닝 및 데이터 연동 기술 습득 ",기본,심화,심화,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 성실하게 훈련에 참여할 수 있는 구직자 "," 컴퓨터공학/정보통신 관련 전공자, 프로그래밍(Java 등) 기초 학습 경험자, 정보처리기사/산업기사 자격증 소지자. 데이터를 활용한 웹 서비스 개발에 관심이 많은 비전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
두드림IT교육원,RPA+시큐어코딩을 활용한 자바스프링 개발자 양성과정,20251127,20260521,119,950,경기 성남시 중원구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Backend: Java 언어와 Spring Framework를 활용하여 견고한 웹 애플리케이션 서버를 구축
2.Secure Coding: 행정안전부의 SW 개발 보안 가이드를 준수하여, SQL Injection이나 XSS 같은 해킹 공격을 방어하는 안전한 코드 작성법 습득 ",기본,심화,기본,없음,기본,심화,없음,기본,기본,심화,"국민내일배움카드 발급 가능자, 약 6개월간 훈련에 집중할 수 있는 미취업자"," 컴퓨터/정보보호 관련 전공자, 정보처리(산업)기사 자격증 소지자. 보안이나 자동화 기술에 관심이 있는 비전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
솔데스크강남학원,자바(JAVA)와 사물인터넷(IOT)을 활용한 하이브리드 웹앱 풀스택 과정,20251127,20260604,130,1040,서울 강남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Full-Stack: Java & Spring Boot로 백엔드 서버를 구축하고, HTML/CSS/JS로 사용자 인터페이스를 구현
2.IoT Device Control: 아두이노(Arduino)나 라즈베리파이(Raspberry Pi)를 활용해 센서 데이터를 수집하고, 모터/LED 등을 제어하는 펌웨어 기초 습득 ",기본,심화,기본,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 풀타임 학습이 가능한 미취업자 "," 정보통신/전자공학 관련 전공자, 기계 제어나 회로에 관심이 있는 비전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
어소트락평생교육원,"(언리얼엔진)3D게임 클라이언트 개발자 양성과정[VR, PC 등]",20251127,20260724,160,1280,서울 서초구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.C++ Deep Dive: STL, 메모리 관리, 포인터 등 C++ 언어를 마스터하여 고성능 게임 로직 구현
2.Unreal Engine 5: UE5의 최신 기능(Lumen, Nanite)과 블루프린트/C++ 연동 기술을 활용한 고퀄리티 3D RPG/Action 게임 제작 ",심화,기본,기본,기본,심화,기본,심화,기본,기본,심화," 국민내일배움카드 발급 가능자, 수학적 사고력과 끈기가 있는 미취업자 "," 컴퓨터공학/수학/물리학 관련 전공자, C언어 포인터 개념을 이해하고 있는 자 ", O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Slack , O , O , O , O , O 
(주)솔데스크,AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,20251127,20260521,120,960,서울 종로구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Multi-Cloud: 전 세계 점유율 1, 2위인 AWS와 Azure 클라우드 인프라를 모두 구축하고 운영하는 능력 함양
2.Hybrid Cloud: 온프레미스(물리 서버)와 클라우드를 연동하는 하이브리드 네트워크 구성 기술 습득 ",심화,심화,심화,기본,심화,기본,기본,기본,심화,심화," 국민내일배움카드 발급 가능자, 6개월간 풀타임 학습 가능한 구직자 "," 컴퓨터공학/정보통신공학 전공자, 네트워크관리사/리눅스마스터 자격증 소지자 ", O , O , O , X , PC , O , 없음 , 3 , 2 , 자율구성 , Slack , O , O , O , O , O 
연희직업전문학교(주),AWS 클라우드 환경의 AI 적용 백엔드 API 서버 개발자 양성 과정,20251127,20260508,111,884,인천 서구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Backend API: Java & Spring Boot를 활용하여 프론트엔드와 데이터를 주고받는 RESTful API 서버를 설계하고 구축
2.AI Integration: Python을 활용해 AI 모델을 만들거나 기존 API(ChatGPT 등)를 활용하고, 이를 자바 백엔드 시스템과 연동하는 기술 습득 ",기본,기본,기본,기본,기본,심화,심화,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 풀타임(주 5일) 학습이 가능한 구직자 "," 컴퓨터공학 전공자, 정보처리기사 자격증 소지자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,심화_인공지능 YOLO기반 부트캠프,20251127,20260129,44,349,서울 관악구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 116,000 ", 없음 ," 1.Computer Vision: Python과 OpenCV 라이브러리를 활용하여 이미지 및 영상 데이터를 전처리하고 분석하는 기술 습득
2.YOLO Mastery: 최신 YOLO(v8 등) 모델의 구조를 이해하고, 커스텀 데이터셋을 학습시켜 원하는 물체를 탐지하는 모델 구현 ",심화,심화,심화,기본,심화,없음,기본,기본,기본,기본, 국민내일배움카드 소지자. (중요) Python 프로그래밍 기초가 있는 자 ," 컴퓨터공학/인공지능/통계학 전공자, 혹은 이전에 AI 기초 과정을 수료했지만 비전 AI 포트폴리오가 부족하다고 느끼는 수료생 ", O , O , X , X , PC , O , 없음 , 1 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
휴먼IT교육센터_국비지원무료교육,AI활용 JAVA 풀스택 개발자(클라우드 네이티브 구축),20251127,20260325,119,950,서울 영등포구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Full-Stack: Java & Spring Boot와 Vue.js(또는 React)를 활용한 웹 애플리케이션 개발
2.AI Utilization: Python 라이브러리 및 AI API를 활용하여 웹 서비스에 지능형 기능(챗봇, 추천 등) 탑재 ",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 풀타임 학습이 가능한 구직자 "," 컴퓨터공학/정보통신 전공자, 정보처리(산업)기사 자격증 소지자, 리눅스(Linux) 기초 지식이 있는 자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
동성인재개발교육원,"AI기반 스마트융합(JAVA, PYTHON) 풀스택 개발자 양성",20251128,20260630,123,980,부산 부산진구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Dual Language: Java(Spring Boot)를 활용한 안정적인 서버 개발 능력과 Python을 활용한 데이터 분석/AI 모델링 능력을 동시에 습득
2.Full-Stack: HTML/CSS/JavaScript 및 최신 프론트엔드 기술을 익혀 웹 서비스의 화면과 기능을 모두 구현 ",기본,심화,기본,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월 이상 성실히 훈련에 참여할 수 있는 미취업자 ","컴퓨터공학 등 IT 관련 전공자, 혹은 비전공자라도 IT 분야로의 취업 의지가 확고하고 기초적인 컴퓨터 활용 능력이 있는 자", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
그린컴퓨터아트학원,기업요구 프로젝트 중심 MSA기반 자바 풀스택 (클라우드 활용) 개발자 양성과정,20251128,20260623,138,1060,대구 중구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java & Spring Boot: 자바 백엔드 개발의 핵심 기술을 마스터하여 엔터프라이즈급 웹 애플리케이션 구축
2.Full-Stack: React 또는 Vue.js를 활용하여 프론트엔드까지 개발하는 통합 능력 확보 ",기본,심화,기본,기본,기본,기본,없음,심화,심화,심화," 국민내일배움카드 발급 가능자, 약 6개월간 장기 훈련에 성실히 참여할 수 있는 미취업자 "," 컴퓨터공학/정보통신 관련 전공자, 정보처리기사 자격증 소지자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
중앙정보기술인재개발원,클라우드 데브옵스 프론트엔드&백엔드 자바(JAVA) 풀스택 개발자 취업캠프,20251128,20260529,120,960,서울 강남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Full-Stack Development: Java & Spring Boot(백엔드)와 React/Vue.js(프론트엔드)를 활용한 웹 애플리케이션 개발 능력 함양
2.DevOps: Jenkins, GitHub Actions 등을 활용한 CI/CD(지속적 통합/배포) 파이프라인을 구축하여 개발부터 배포까지의 전 과정을 자동화하는 역량 확보 ",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화," 국민내일배움카드 발급 가능자, 훈련에 전념할 수 있는 미취업자 "," IT 관련 전공자, 프로그래밍 언어(Java, Python 등) 학습 경험자, 정보처리기사 자격증 소지자. 비전공자라도 논리적 사고력과 학습 의지가 강한 자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
연세IT미래교육원,"AI 활용 실무 프로젝트 기반 풀스택(프론트엔드, 백엔드) 개발자 양성",20251128,20260622,135,1080,경기 수원시 장안구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Full-Stack Development: Java & Spring Boot로 백엔드를 구축하고, React/Vue.js 등의 프론트엔드 프레임워크로 사용자 화면을 구현
2.AI Utilization: Python 기초와 ChatGPT API 등 생성형 AI 도구를 활용하여, 웹 서비스에 챗봇, 추천, 자동 요약 등의 AI 기능을 탑재하는 능력 습득 ",기본,심화,기본,심화,기본,기본,기본,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 성실히 훈련에 참여할 수 있는 미취업자 "," 컴퓨터 관련 전공자, 혹은 비전공자라도 IT 분야 취업 의지가 확고한 자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
(주)휴먼교육센터,자바(JAVA)활용 데이터 플랫폼 구축 풀스택 개발자 과정,20251128,20260526,120,960,충남 천안시 동남구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Full-Stack: Java & Spring Boot로 안정적인 백엔드 서버를 구축하고, HTML/CSS/JS로 프론트엔드 화면을 구현
2.Data Platform: 다양한 정형/비정형 데이터를 수집(Crawling/API)하고 저장하는 데이터 파이프라인 기초 구축 ",기본,심화,심화,기본,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 약 6개월간 풀타임 훈련 참여 가능자 ", 컴퓨터공학/정보통신/통계학 관련 전공자. 단순 코딩을 넘어 데이터를 다루는 것에 흥미가 있는 비전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
더조은컴퓨터아카데미 종로,빅데이터분석(ElasticStack)활용&자바웹개발자,20251128,20260619,137,1090,서울 종로구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Backend: Java & Spring Boot를 활용하여 안정적인 웹 애플리케이션 서버를 구축
2.Elastic Stack (ELK): Elasticsearch(검색/저장), Logstash(수집), Kibana(시각화)를 활용하여 대용량 비정형 데이터를 실시간으로 수집·분석·시각화하는 플랫폼 구축 ",기본,심화,기본,없음,기본,기본,없음,기본,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 훈련에 집중할 수 있는 미취업자 "," 컴퓨터공학 전공자, 정보처리 기사/산업기사 소지자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
인천 그린컴퓨터아카데미,(기업연계) 클라우드 기반 자바 풀스택 개발 프로젝트 과정,20251128,20260514,113,900,인천 부평구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Java Full-Stack: Java & Spring Framework를 활용한 백엔드 개발과 HTML/CSS/JS(또는 React/Vue 기초)를 활용한 프론트엔드 개발
2.Cloud Deployment: AWS(Amazon Web Services) 클라우드 인프라를 구축하고, 개발한 웹 서비스를 배포하여 실제 운영 가능한 환경 구성 ",기본,심화,기본,기본,기본,기본,없음,심화,기본,심화," 국민내일배움카드 발급 가능자, 약 6개월간 훈련에 집중할 수 있는 구직자 "," 컴퓨터공학 전공자, 정보처리 관련 자격증 소지자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
에이치아카데미 D&D교육센터,"융합_웹툰콘텐츠제작을 위한 AI(미드저니, ChatGPT)활용 전문인력(PD,콘티,캐릭터,배경,연출) 양성",20251128,20260518,115,860,서울 마포구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Storytelling: ChatGPT를 활용해 시놉시스, 캐릭터 설정, 에피소드 구성을 빠르게 기획하고 글 콘티를 작성
2.AI Art Generation: Midjourney(미드저니) 및 Stable Diffusion을 활용해 캐릭터, 배경, 소품 이미지를 생성하고 일관성 있게 유지하는 기술 습득 ",기본,기본,없음,기본,없음,심화,심화,없음,기본,심화," 국민내일배움카드 발급 가능자, 웹툰 및 콘텐츠 분야 취업 희망자 ", 미술/디자인/문예창작 관련 전공자 , O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Notion , O , O , O , O , O 
더조은컴퓨터아카데미 종로,인공지능(AI)활용 서비스 개발자(프론트엔드_React) 취업과정,20251128,20260610,130,1040,서울 종로구,오프라인,미상,유, 9493000 , 0 ," 9,493,000 "," 316,000 ", 없음 ," 1.Modern Frontend: HTML/CSS/JS 기초를 넘어, React.js와 TypeScript를 활용하여 기업이 선호하는 유지보수성 높은 웹 애플리케이션 개발
2.AI Integration: ChatGPT API, DALL-E, Claude 등 생성형 AI를 웹 서비스에 연동하여, 'AI 챗봇', '자동 번역', '이미지 생성' 등의 기능을 프론트엔드에서 구현 ",기본,기본,기본,기본,심화,기본,기본,없음,기본,심화," 국민내일배움카드 발급 가능자, 6개월간 훈련에 집중할 수 있는 미취업자 "," 시각적인 결과물을 만드는 것을 좋아하는 자, 디자인 감각이 있거나 UI/UX에 관심이 많은 비전공자 ", O , O , X , X , PC , O , 없음 , 3 , 2 , 자율구성 , Git/GitHub , O , O , O , O , O 
